"geolcode","class","abbreviation","de","de_description","fr","fr_description","it","it_description","en","en_description","color","pattern","tree"
15200559,"vlit500",,,,,,,,"Aarwangen-Molasse",,"225,200,100",,"15200254.15200314.15200341.15200347"
15200379,"vlit500",,,,,,,,"Elsässer-Molasse s.l.",,"250,240,130",,"15200254.15200314.15200341.15200379"
15200527,"vlit500",,,,,,,,"Ältere Juranagelfluh",,"250,215,200",,"15200254.15200314.15200341.15200527"
15200394,"vlit500",,,,,,,,"Basale Süsswassermolasse (BSM-J)",,"240,215,70",,"15200254.15200314.15200394"
15200370,"vlit500",,,,,,,,"Porrentruy-Konglomerat",,"240,160,60",,"15200254.15200314.15200394.15200370"
15200424,"vlit500",,,,,,,,"Krustenkalk (BSM-J",,"240,215,70",,"15200254.15200314.15200394.15200424"
15200553,"vlit500",,,,,,,,"Oltingue-Kalkarenit",,"240,160,60",,"15200254.15200314.15200394.15200553"
15200348,"vlit500",,,,,,,,"Untere Meeresmolasse (UMM)",,"225,180,125",,"15200254.15200348"
15200349,"vlit500",,,,,,,,"UMM-III",,"230,170,150",,"15200254.15200348.15200349"
15200350,"vlit500",,,,,,,,"Horw-Sandstein",,"230,170,150",,"15200254.15200348.15200349.15200350"
15200554,"vlit500",,,,,,,,"Vaulruz-Formation (UMM-II+III undiff.)",,"225,150,135",,"15200254.15200348.15200349.15200554"
15200585,"vlit500",,,,,,,,"Bonneville-Sandstein",,"230,170,150",,"15200254.15200348.15200349.15200585"
15200587,"vlit500",,,,,,,,"Montauban-Sandstein",,"230,170,150",,"15200254.15200348.15200349.15200587"
15200351,"vlit500",,,,,,,,"UMM-II",,"220,145,125",,"15200254.15200348.15200351"
15200352,"vlit500",,,,,,,,"Grisigen-Mergel",,"220,145,125",,"15200254.15200348.15200351.15200352"
15200586,"vlit500",,,,,,,,"Montauban-Mergel",,"220,145,125",,"15200254.15200348.15200351.15200586"
15200353,"vlit500",,,,,,,,"UMM-I",,"240,210,100",,"15200254.15200348.15200353"
15200358,"vlit500",,,,,,,,"Hilfern-Formation",,"240,210,100",,"15200254.15200348.15200353.15200358"
15200355,"vlit500",,,,,,,,"Cucloz-Sandstein",,"240,210,100",,"15200254.15200348.15200353.15200358.15200355"
15200356,"vlit500",,,,,,,,"«Marnes gris-souris»",,"240,210,100",,"15200254.15200348.15200353.15200358.15200356"
15200357,"vlit500",,,,,,,,"«Schistes marno-micacés»",,"240,210,100",,"15200254.15200348.15200353.15200358.15200357"
15200360,"vlit500",,,,,,,,"Jordisboden-Mergel",,"240,210,100",,"15200254.15200348.15200353.15200358.15200360"
15200361,"vlit500",,,,,,,,"Goldegg-Sandstein",,"240,210,100",,"15200254.15200348.15200353.15200358.15200361"
15200555,"vlit500",,,,,,,,"Unter-Lochsiti-Nagelfluh",,"240,210,100",,"15200254.15200348.15200353.15200358.15200555"
15200556,"vlit500",,,,,,,,"Flühli-Nagelfluh",,"240,210,100",,"15200254.15200348.15200353.15200358.15200556"
15200588,"vlit500",,,,,,,,"Mornex-Nagelfluh",,"240,210,100",,"15200254.15200348.15200353.15200358.15200588"
15200362,"vlit500",,,,,,,,"UMM-J",,"240,150,105",,"15200254.15200348.15200362"
15200363,"vlit500",,,,,,,,"Septarienton",,"255,180,120",,"15200254.15200348.15200362.15200363"
15200364,"vlit500",,,,,,,,"Fischschiefer",,"250,170,115",,"15200254.15200348.15200362.15200364"
15200365,"vlit500",,,,,,,,"Foraminiferenmergel",,"245,160,110",,"15200254.15200348.15200362.15200365"
15200366,"vlit500",,,,,,,,"Meeressand",,"235,145,100",,"15200254.15200348.15200362.15200366"
15200373,"vlit500",,,,,,,,"Ajoie-Gompholit",,"235,145,100",,"15200254.15200348.15200362.15200366.15200373"
15200369,"vlit500",,,,,,,,"Cyrenenmergel",,"250,210,130",,"15200254.15200348.15200362.15200369"
15200368,"vlit500",,,,,,,,"Cyathulabank (Laufen-Becken)",,"250,210,130",,"15200254.15200348.15200362.15200369.15200368"
15200600,"vlit500",,,,,,,,"Siderolithikum",,"245,110,50",,"15200600"
15200091,"vlit500",,,,,,,,"Siderolithikum des Juragebirges",,"245,110,50",,"15200600.15200091"
15200601,"vlit500",,,,,,,,"Siderolithikum des Juragebirges, undifferenziert",,"245,110,50",,"15200600.15200091.15200601"
15200175,"vlit500",,,,,,,,"Bohnerzton",,"245,110,50",,"15200600.15200091.15200601.15200175"
15200176,"vlit500",,,,,,,,"Boluston",,"245,110,50",,"15200600.15200091.15200601.15200176"
15200177,"vlit500",,,,,,,,"Hupper",,"245,110,50",,"15200600.15200091.15200601.15200177"
15200180,"vlit500",,,,,,,,"Glassand",,"245,110,50",,"15200600.15200091.15200601.15200180"
15200367,"vlit500",,,,,,,,"Gelberde",,"240,215,70",,"15200600.15200091.15200601.15200367"
15200371,"vlit500",,,,,,,,"Raitsche",,"240,215,70",,"15200600.15200091.15200601.15200367.15200371"
15200445,"vlit500",,,,,,,,"Courcelon-Süsswasserkalk",,"240,215,70",,"15200600.15200091.15200601.15200367.15200445"
15200387,"vlit500",,,,,,,,"Daubrée-Konglomerat",,"240,135,60",,"15200600.15200091.15200601.15200387"
15200393,"vlit500",,,,,,,,"Daubrée-Kalk",,"240,135,60",,"15200600.15200091.15200601.15200387.15200393"
15200430,"vlit500",,,,,,,,"Oberdorf-Süsswasserkalk",,"225,150,75",,"15200600.15200091.15200601.15200430"
15200446,"vlit500",,,,,,,,"Erzmatt-Krustenkalk",,"240,215,70",,"15200600.15200091.15200601.15200446"
15200447,"vlit500",,,,,,,,"Diegten-Süsswasserkalk",,"225,150,75",,"15200600.15200091.15200601.15200447"
15200448,"vlit500",,,,,,,,"La-Verrerie-Süsswasserkalk",,"225,150,75",,"15200600.15200091.15200601.15200448"
15200449,"vlit500",,,,,,,,"La-Charrue-Süsswasserkalk",,"225,150,75",,"15200600.15200091.15200601.15200449"
15200616,"vlit500",,,,,,,,"Kristallin des Schwarzwaldes",,"225,175,175",,"15200616"
15200245,"vlit500",,,,,,,,"Prävariszisches polyzyklisches Grundgebirge des Schwarzwaldes",,"250,210,210",,"15200616.15200245"
15200246,"vlit500",,,,,,,,"Prävariszische Orthogneise des Schwarzwaldes",,"245,160,145",,"15200616.15200245.15200246"
15200247,"vlit500",,,,,,,,"Todtmoos-Horbach-Gneiskomplex",,"245,160,145",,"15200616.15200245.15200246.15200247"
15200248,"vlit500",,,,,,,,"Murgtal-Gneiskomplex",,"245,160,145",,"15200616.15200245.15200246.15200248"
15200249,"vlit500",,,,,,,,"Laufenburg-Gneiskomplex",,"245,160,145",,"15200616.15200245.15200246.15200249"
15200466,"vlit500",,,,,,,,"Steinatal-Gneiskomplex",,"245,160,145",,"15200616.15200245.15200246.15200466"
15200628,"vlit500",,,,,,,,"Herdern-Streifengneis",,"245,160,175",,"15200616.15200245.15200246.15200628"
15200250,"vlit500",,,,,,,,"Prävariszische Migmatite des Schwarzwaldes",,"250,190,175",,"15200616.15200245.15200250"
15200251,"vlit500",,,,,,,,"Wiesen-Wehratal-Gneiskomplex",,"250,190,175",,"15200616.15200245.15200250.15200251"
15200252,"vlit500",,,,,,,,"Wehratal-Syenit",,"250,190,175",,"15200616.15200245.15200250.15200252"
15200253,"vlit500",,,,,,,,"Prävariszische Grüngesteine des Schwarzwaldes",,"80,170,120",,"15200616.15200245.15200253"
15200617,"vlit500",,,,,,,,"Variszisches Kristallin des Schwarzwaldes",,"225,175,175",,"15200616.15200617"
15200220,"vlit500",,,,,,,,"Spät- bis postvariszische Intrusiva des Schwarzwaldes",,"220,110,115",,"15200616.15200617.15200220"
15200222,"vlit500",,,,,,,,"Stockberg-Quarzporphyr",,"220,110,115",,"15200616.15200617.15200220.15200222"
15200223,"vlit500",,,,,,,,"Bärhalde-Granit",,"220,110,115",,"15200616.15200617.15200220.15200223"
15200224,"vlit500",,,,,,,,"Schluchsee-Granit",,"220,110,115",,"15200616.15200617.15200220.15200224"
15200225,"vlit500",,,,,,,,"Säckingen-Granit",,"220,110,115",,"15200616.15200617.15200220.15200225"
15200622,"vlit500",,,,,,,,"Schafisheim-Syenit",,"220,110,115",,"15200616.15200617.15200220.15200622"
15200623,"vlit500",,,,,,,,"Pfaffnau-Granit",,"220,110,115",,"15200616.15200617.15200220.15200623"
15200624,"vlit500",,,,,,,,"Zurzach-Granit",,"220,110,115",,"15200616.15200617.15200220.15200624"
15200625,"vlit500",,,,,,,,"Siblingen-Granit",,"220,110,115",,"15200616.15200617.15200220.15200625"
15200230,"vlit500",,,,,,,,"Frühvariszische Intrusiva des Schwarzwaldes",,"220,90,120",,"15200616.15200617.15200230"
15200231,"vlit500",,,,,,,,"Albtal-Granit",,"220,90,120",,"15200616.15200617.15200230.15200231"
15200232,"vlit500",,,,,,,,"Malsburg-Granit",,"220,90,120",,"15200616.15200617.15200230.15200232"
15200233,"vlit500",,,,,,,,"Blauen-Granit",,"220,90,120",,"15200616.15200617.15200230.15200233"
15200234,"vlit500",,,,,,,,"Klemmbach-Granit",,"220,90,120",,"15200616.15200617.15200230.15200234"
15200235,"vlit500",,,,,,,,"Randgranit",,"220,90,120",,"15200616.15200617.15200230.15200235"
15200236,"vlit500",,,,,,,,"Münsterhalden-Granit",,"220,90,120",,"15200616.15200617.15200230.15200236"
15200237,"vlit500",,,,,,,,"Schönau-Herrenschwand-Granit",,"220,90,120",,"15200616.15200617.15200230.15200237"
15200238,"vlit500",,,,,,,,"St.-Blasien-Granit",,"220,90,120",,"15200616.15200617.15200230.15200238"
15200239,"vlit500",,,,,,,,"Mambach-Granit",,"220,90,120",,"15200616.15200617.15200230.15200239"
15200240,"vlit500",,,,,,,,"Lenzkirch-Steina-Granit",,"220,90,120",,"15200616.15200617.15200230.15200240"
15200241,"vlit500",,,,,,,,"Hauenstein-Granit",,"220,90,120",,"15200616.15200617.15200230.15200241"
15200242,"vlit500",,,,,,,,"Böttstein-Granit",,"220,90,120",,"15200616.15200617.15200230.15200242"
15200465,"vlit500",,,,,,,,"Schlächtenhaus-Granit",,"220,90,120",,"15200616.15200617.15200230.15200465"
15200626,"vlit500",,,,,,,,"Lindau-Granodiorit",,"220,90,120",,"15200616.15200617.15200230.15200626"
15200627,"vlit500",,,,,,,,"Kreuzlingen-Granodiorit",,"220,90,120",,"15200616.15200617.15200230.15200627"
15200243,"vlit500",,,,,,,,"Prä- und frühvariszische Sedimente und Vulkanite des Schwarzwaldes",,"140,160,130",,"15200616.15200617.15200243"
15200244,"vlit500",,,,,,,,"«Schiefer und Grauwacken»",,"140,160,130",,"15200616.15200617.15200243.15200244"
15201001,"vlit500",,,,,,,,"Ältere Ablagerungen, undifferenziert",,"215,235,205",,"15201001"
15201414,"vlit500",,,,,,,,"Undifferenzierte Gruppe der Ältere Ablagerungen",,"215,235,205",,"15201001.15201414"
15201415,"vlit500",,,,,,,,"Undifferenzierte Subgruppe der Ältere Ablagerungen",,"215,235,205",,"15201001.15201414.15201415"
15201416,"vlit500",,,,,,,,"Undifferenzierte Superformation der Ältere Ablagerungen",,"215,235,205",,"15201001.15201414.15201415.15201416"
15201156,"vlit500",,,,,,,,"Bergsturzmasse von Selzach",,"215,235,205",,"15201001.15201414.15201415.15201416.15201156"
15201157,"vlit500",,,,,,,,"Plateauschotter",,"215,235,205",,"15201001.15201414.15201415.15201416.15201157"
15201158,"vlit500",,,,,,,,"La-Côte-Alluvionen",,"215,235,205",,"15201001.15201414.15201415.15201416.15201158"
15201266,"vlit500",,,,,,,,"Rossgaden-Schotter",,"215,235,205",,"15201001.15201414.15201415.15201416.15201266"
15201378,"vlit500",,,,,,,,"Birch-Formation",,"215,235,205",,"15201001.15201414.15201415.15201416.15201378"
15201379,"vlit500",,,,,,,,"Moos-Lehm",,"215,235,205",,"15201001.15201414.15201415.15201416.15201379"
15201380,"vlit500",,,,,,,,"Vogelsang-Formation",,"215,235,205",,"15201001.15201414.15201415.15201416.15201380"
15201002,"vlit500",,,,,,,,"Niederterasse, undifferenziert",,"220,230,155",,"15201002"
15201006,"vlit500",,,,,,,,"Birrfeld-Eiszeit (Letzte Eiszeit)",,"220,230,155",,"15201002.15201006"
15201007,"vlit500",,,,,,,,"Guntelsei-Till",,"220,230,155",,"15201002.15201006.15201007"
15201147,"vlit500",,,,,,,,"Killwangen-Schaffhausen-Mellingen-Stadium",,"220,230,155",,"15201002.15201006.15201007.15201147"
15201148,"vlit500",,,,,,,,"Munot-Terrasse",,"220,230,155",,"15201002.15201006.15201007.15201147.15201148"
15201149,"vlit500",,,,,,,,"Stokar-Terrasse",,"220,230,155",,"15201002.15201006.15201007.15201147.15201149"
15201150,"vlit500",,,,,,,,"Breite-Terrasse",,"220,230,155",,"15201002.15201006.15201007.15201147.15201150"
15201151,"vlit500",,,,,,,,"Maximalstand (Kilwangen-Schaffhausen-Stadium)",,"220,230,155",,"15201002.15201006.15201007.15201147.15201151"
15201410,"vlit500",,,,,,,,"Undifferenzierter Vorstoss des LGM",,"220,230,155",,"15201002.15201006.15201007.15201410"
15201142,"vlit500",,,,,,,,"Kiessande von Madretsch",,"220,230,155",,"15201002.15201006.15201007.15201410.15201142"
15201143,"vlit500",,,,,,,,"Seeland-Schotter",,"220,230,155",,"15201002.15201006.15201007.15201410.15201143"
15201144,"vlit500",,,,,,,,"Emme-Schotter",,"220,230,155",,"15201002.15201006.15201007.15201410.15201144"
15201145,"vlit500",,,,,,,,"Gäu-Schotter",,"220,230,155",,"15201002.15201006.15201007.15201410.15201145"
15201146,"vlit500",,,,,,,,"Flumenthal-Lehm",,"220,230,155",,"15201002.15201006.15201007.15201410.15201146"
15201008,"vlit500",,,,,,,,"LGM-Rückzug",,"220,230,155",,"15201002.15201006.15201008"
15201129,"vlit500",,,,,,,,"Zürich-Stein-Bremgarten-Stadien",,"220,230,155",,"15201002.15201006.15201008.15201129"
15201130,"vlit500",,,,,,,,"Untere Singen-Terrasse",,"230,250,175",,"15201002.15201006.15201008.15201129.15201130"
15201131,"vlit500",,,,,,,,"Schlieren-Diessenhofen-Stetten-Stadien",,"220,230,155",,"15201002.15201006.15201008.15201131"
15201132,"vlit500",,,,,,,,"Obere Singen-Terrasse",,"230,250,175",,"15201002.15201006.15201008.15201131.15201132"
15201133,"vlit500",,,,,,,,"Rheinau-Terrasse",,"230,250,175",,"15201002.15201006.15201008.15201131.15201133"
15201134,"vlit500",,,,,,,,"Nohl-Terrasse",,"230,250,175",,"15201002.15201006.15201008.15201131.15201134"
15201135,"vlit500",,,,,,,,"Fulach-Terrasse",,"230,250,175",,"15201002.15201006.15201008.15201131.15201135"
15201399,"vlit500",,,,,,,,"Belp-Seeablagerungen",,"230,250,175",,"15201002.15201006.15201008.15201131.15201399"
15201187,"vlit500",,,,,,,,"Solothurn-Stadium",,"220,230,155",,"15201002.15201006.15201008.15201187"
15201409,"vlit500",,,,,,,,"Undifferenzierter Vorstoss des LGM-Rückzugs",,"220,230,155",,"15201002.15201006.15201008.15201409"
15201136,"vlit500",,,,,,,,"Aare-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201136"
15201137,"vlit500",,,,,,,,"Schüss-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201137"
15201138,"vlit500",,,,,,,,"Orvin-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201138"
15201139,"vlit500",,,,,,,,"Seeablagerungen von Frinvillier und Rondchâtel",,"230,250,175",,"15201002.15201006.15201008.15201409.15201139"
15201140,"vlit500",,,,,,,,"Stauschotter von Diessbach",,"230,250,175",,"15201002.15201006.15201008.15201409.15201140"
15201141,"vlit500",,,,,,,,"Mély-Formation",,"230,250,175",,"15201002.15201006.15201008.15201409.15201141"
15201203,"vlit500",,,,,,,,"Gontenschwil-Lehm",,"230,250,175",,"15201002.15201006.15201008.15201409.15201203"
15201204,"vlit500",,,,,,,,"Mooslerau-Lehm",,"230,250,175",,"15201002.15201006.15201008.15201409.15201204"
15201205,"vlit500",,,,,,,,"Triengen-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201205"
15201206,"vlit500",,,,,,,,"Triengen-Lehm",,"230,250,175",,"15201002.15201006.15201008.15201409.15201206"
15201207,"vlit500",,,,,,,,"Sihl-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201207"
15201208,"vlit500",,,,,,,,"Haselbach-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201208"
15201209,"vlit500",,,,,,,,"Jonen-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201209"
15201210,"vlit500",,,,,,,,"Aabach-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201210"
15201211,"vlit500",,,,,,,,"Starrberg-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201211"
15201212,"vlit500",,,,,,,,"Port-Stauschotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201212"
15201213,"vlit500",,,,,,,,"Rempen-Stauschotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201213"
15201260,"vlit500",,,,,,,,"Wurmsbach-Deltaablagerungen",,"230,250,175",,"15201002.15201006.15201008.15201409.15201260"
15201264,"vlit500",,,,,,,,"Hasle-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201264"
15201265,"vlit500",,,,,,,,"Fankhusgrabe-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201265"
15201335,"vlit500",,,,,,,,"Strätligen-Till",,"230,250,175",,"15201002.15201006.15201008.15201409.15201335"
15201336,"vlit500",,,,,,,,"Bärenholz-Till",,"230,250,175",,"15201002.15201006.15201008.15201409.15201336"
15201337,"vlit500",,,,,,,,"Wässerlifluh-Formation",,"230,250,175",,"15201002.15201006.15201008.15201409.15201337"
15201388,"vlit500",,,,,,,,"Felderschotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201388"
15201389,"vlit500",,,,,,,,"Gürbetal-Schotter",,"230,250,175",,"15201002.15201006.15201008.15201409.15201388.15201389"
15201009,"vlit500",,,,,,,,"Birmenstorf-Vergletscherung (2. LGM-Vorstoss)",,"220,230,155",,"15201002.15201006.15201009"
15201010,"vlit500",,,,,,,,"Wettingen-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201010"
15201011,"vlit500",,,,,,,,"Flüefeld-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201010.15201011"
15201012,"vlit500",,,,,,,,"Altberg-Till",,"220,230,155",,"15201002.15201006.15201009.15201010.15201012"
15201013,"vlit500",,,,,,,,"Birmenstorf-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201013"
15201014,"vlit500",,,,,,,,"Birr-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201013.15201014"
15201015,"vlit500",,,,,,,,"Oberhard-Till",,"220,230,155",,"15201002.15201006.15201009.15201013.15201015"
15201152,"vlit500",,,,,,,,"Wehntal-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201013.15201152"
15201016,"vlit500",,,,,,,,"Seon-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201016"
15201017,"vlit500",,,,,,,,"Berg-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201016.15201017"
15201018,"vlit500",,,,,,,,"Fornholz-Till",,"220,230,155",,"15201002.15201006.15201009.15201016.15201018"
15201019,"vlit500",,,,,,,,"Gontenschwil-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201019"
15201020,"vlit500",,,,,,,,"Gontenschwil-Till",,"220,230,155",,"15201002.15201006.15201009.15201019.15201020"
15201021,"vlit500",,,,,,,,"Staffelbach-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201021"
15201022,"vlit500",,,,,,,,"Staffelbach-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201021.15201022"
15201023,"vlit500",,,,,,,,"Staffelbach-Till",,"220,230,155",,"15201002.15201006.15201009.15201021.15201023"
15201214,"vlit500",,,,,,,,"Dagmersellen-Vorstoss",,"220,230,155",,"15201002.15201006.15201009.15201214"
15201215,"vlit500",,,,,,,,"Oftringen-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201214.15201215"
15201411,"vlit500",,,,,,,,"Undifferenzierter Vorstoss der Birmenstorf-Vergletscherung",,"220,230,155",,"15201002.15201006.15201009.15201411"
15201153,"vlit500",,,,,,,,"Bick-Moräne",,"220,230,155",,"15201002.15201006.15201009.15201411.15201153"
15201154,"vlit500",,,,,,,,"Flüe-Moräne",,"220,230,155",,"15201002.15201006.15201009.15201411.15201154"
15201155,"vlit500",,,,,,,,"Wettingen-Schotter",,"220,230,155",,"15201002.15201006.15201009.15201411.15201155"
15201024,"vlit500",,,,,,,,"Lindmühle-Vergletscherung (1. LGM-Vorstoss)",,"220,230,155",,"15201002.15201006.15201024"
15201025,"vlit500",,,,,,,,"Otelfingen-Vorstoss",,"220,230,155",,"15201002.15201006.15201024.15201025"
15201026,"vlit500",,,,,,,,"Tägerhard-Schotter",,"220,230,155",,"15201002.15201006.15201024.15201025.15201026"
15201027,"vlit500",,,,,,,,"Lindmühle-Vorstoss",,"220,230,155",,"15201002.15201006.15201024.15201027"
15201028,"vlit500",,,,,,,,"Ämmert-Schotter",,"220,230,155",,"15201002.15201006.15201024.15201027.15201028"
15201029,"vlit500",,,,,,,,"Ämmert-Till",,"220,230,155",,"15201002.15201006.15201024.15201027.15201029"
15201030,"vlit500",,,,,,,,"Emmet-Vorstoss",,"220,230,155",,"15201002.15201006.15201024.15201030"
15201031,"vlit500",,,,,,,,"Gündelmoos-Lehm",,"220,230,155",,"15201002.15201006.15201024.15201030.15201031"
15201032,"vlit500",,,,,,,,"Igliste-Schotter",,"220,230,155",,"15201002.15201006.15201024.15201030.15201032"
15201033,"vlit500",,,,,,,,"Niderholz-Till",,"220,230,155",,"15201002.15201006.15201024.15201030.15201033"
15201034,"vlit500",,,,,,,,"Zetzwil-Vorstoss",,"220,230,155",,"15201002.15201006.15201024.15201034"
15201035,"vlit500",,,,,,,,"Zetzwil-Till",,"220,230,155",,"15201002.15201006.15201024.15201034.15201035"
15201036,"vlit500",,,,,,,,"Kirchleerau-Vorstoss",,"220,230,155",,"15201002.15201006.15201024.15201036"
15201037,"vlit500",,,,,,,,"Kirchleerau-Till",,"220,230,155",,"15201002.15201006.15201024.15201036.15201037"
15201038,"vlit500",,,,,,,,"Gossau-Interstadial",,"220,230,155",,"15201002.15201006.15201038"
15201412,"vlit500",,,,,,,,"Gossau-Interstadial, undifferenziert",,"220,230,155",,"15201002.15201006.15201038.15201412"
